Product Name, URL, Price
"Mast & Harbour Men Rust Slim Fit Solid Casual Shirt",https://www.myntra.com/Shirts/Mast--Harbour/Mast--Harbour-Men-Rust-Slim-Fit-Solid-Casual-Shirt/2258416/buy,1019
"Roadster Men Black & Brown Regular Fit Checked Casual Shirt",https://www.myntra.com/Shirts/Roadster/Roadster-Men-Black--Brown-Regular-Fit-Checked-Casual-Shirt/2257822/buy,899
"ESPRIT Men Blue Slim Fit Printed Casual Shirt",https://www.myntra.com/Shirts/ESPRIT/ESPRIT-Men-Blue-Slim-Fit-Printed-Casual-Shirt/2029904/buy,1399
"WROGN Men Blue Slim Fit Printed Casual Shirt",https://www.myntra.com/Shirts/WROGN/WROGN-Men-Blue-Slim-Fit-Printed-Casual-Shirt/2338558/buy,1259
"HIGHLANDER Men Maroon Slim Fit Printed Casual Shirt",https://www.myntra.com/Shirts/HIGHLANDER/HIGHLANDER-Men-Maroon-Slim-Fit-Printed-Casual-Shirt/1979301/buy,549
"Mast & Harbour Men Green Slim Fit Solid Casual Shirt",https://www.myntra.com/Shirts/Mast--Harbour/Mast--Harbour-Men-Green-Slim-Fit-Solid-Casual-Shirt/2178634/buy,749
"Roadster Men Navy Blue & White Regular Fit Checked Casual Shirt",https://www.myntra.com/Shirts/Roadster/Roadster-Men-Navy-Blue--White-Regular-Fit-Checked-Casual-Shirt/2260626/buy,749
"WROGN Men Navy Checked Casual Shirt",https://www.myntra.com/Shirts/WROGN/WROGN-Men-Navy-Checked-Casual-Shirt/1729361/buy,1199
"French Connection Men Blue & Black Slim Fit Checked Casual Shirt",https://www.myntra.com/Shirts/French-Connection/French-Connection-Men-Blue--Black-Slim-Fit-Checked-Casual-Shirt/2094706/buy,1484
"Nautica Men Grey Slim Fit Printed Casual Shirt",https://www.myntra.com/Shirts/Nautica/Nautica-Men-Grey-Slim-Fit-Printed-Casual-Shirt/2350712/buy,4599
"WROGN Navy Blue Slim Fit Checked Casual Shirt",https://www.myntra.com/Shirts/WROGN/WROGN-Navy-Blue-Slim-Fit-Checked-Casual-Shirt/1729391/buy,2199
"Moda Rapido Men Blue Regular Fit Faded Casual Shirt",https://www.myntra.com/Shirts/Moda-Rapido/Moda-Rapido-Men-Blue-Regular-Fit-Faded-Casual-Shirt/2397944/buy,979
"Roadster Men Black & Red Checked Casual Shirt",https://www.myntra.com/Shirts/Roadster/Roadster-Men-Black--Red-Checked-Casual-Shirt/1858747/buy,1199
"ether Men Green Solid Casual Shirt",https://www.myntra.com/Shirts/ether/ether-Men-Green-Solid-Casual-Shirt/1027221/buy,649
"WROGN Men Brown & Navy Blue Slim Fit Checked Casual Shirt",https://www.myntra.com/Shirts/WROGN/WROGN-Men-Brown--Navy-Blue-Slim-Fit-Checked-Casual-Shirt/2338821/buy,1319
"Mast & Harbour Men Black & Maroon Slim Fit Checked Casual Shirt",https://www.myntra.com/Shirts/Mast--Harbour/Mast--Harbour-Men-Black--Maroon-Slim-Fit-Checked-Casual-Shirt/2294049/buy,749
"HIGHLANDER Men Black Solid Slim Fit Solid Casual Shirt",https://www.myntra.com/Shirts/HIGHLANDER/HIGHLANDER-Men-Black-Solid-Slim-Fit-Solid-Casual-Shirt/2050686/buy,549
"Ecko Unltd Men Navy Blue & Maroon Slim Fit Checked Casual Shirt",https://www.myntra.com/Shirts/Ecko-Unltd/Ecko-Unltd-Men-Navy-Blue--Maroon-Slim-Fit-Checked-Casual-Shirt/2506627/buy,899
"Timberland Men Grey Slim Fit Solid Casual Shirt",https://www.myntra.com/Shirts/Timberland/Timberland-Men-Grey-Slim-Fit-Solid-Casual-Shirt/2331786/buy,3149
"Roadster Men Maroon & Navy Blue Slim Fit Checked Casual Shirt",https://www.myntra.com/Shirts/Roadster/Roadster-Men-Maroon--Navy-Blue-Slim-Fit-Checked-Casual-Shirt/2038049/buy,899
"WROGN Men Blue & Black Slim Fit Checked Casual Shirt",https://www.myntra.com/Shirts/WROGN/WROGN-Men-Blue--Black-Slim-Fit-Checked-Casual-Shirt/2338682/buy,1319
"ether BLACK CORDUROY SHIRT",https://www.myntra.com/Shirts/ether/ether-BLACK-CORDUROY-SHIRT/1027241/buy,699
